CIDL,代称,日冲策分,仓周类,月基带周,月基带日,月基策略,行业益盟,是宽基指数
sh601567,三星电气,33,屎y,(屎)▽(忠),(屎)↗(忐)▲(上),NA(空长),电气智能化设备,
sh601568,北元化工,33,屎y,(屎)▽(忠),(屎)↗(忐)▲(上),NA(空长),化学原料,
sh601577,长沙银行,82.4,金a,(金)▲(上),(金)▲(上)▲(上),多长(积极),银行,
sh601579,会稽山,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),酿酒,
sh601588,北辰实业,1.9,屎z,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),房地产,
sh601595,上海电影,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),影视动漫,
sh601598,中国外运,82.4,金a,(金)▲(上),(金)▲(上)▲(上),多长(积极),仓储物流,
sh601599,浙文影业,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),纺织,
sh601600,中国铝业,5.3,尿y,(尿)▽(忠),(尿)○(忠)↗(上),NA(空看),有色金属,
sh601601,中国太保,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),保险,
sh601606,长城军工,33,尿r,(尿)↗(忐),(屎)↗(忐)▲(上),NA(空看),航天国防,
sh601607,上海医药,80.8,唏a,(唏)↗(上),(唏)↗(上)▲(上),多被(唏),医药流通,
sh601608,中信重工,1.3,屎z,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),重型机械,
sh601609,金田股份,0.5,尿z,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),有色金属,
sh601611,中国核建,5.3,尿y,(尿)▽(忠),(尿)○(忠)↗(上),NA(空看),工程建筑,
sh601615,明阳智能,0.8,屎y,(屎)▽(忑),(屎)▽(忑)↗(上),NA(空长),风电设备,
sh601616,广电电气,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),高低压设备,
sh601618,中国中冶,33,屎y,(屎)▽(忠),(屎)↗(忐)▲(上),NA(空长),工程建筑,
sh601619,嘉泽新能,5.3,尿y,(尿)▽(忠),(尿)○(忠)↗(上),NA(空看),电力,
sh601628,中国人寿,15.4,银a,(银)▲(上),(银)▲(上)↘(下),多被(银),保险,
sh601633,长城汽车,33,屎y,(屎)▽(忠),(屎)↗(忐)▲(上),NA(空长),汽车制造,
sh601636,旗滨集团,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),玻璃制造,
sh601658,邮储银行,80.9,银a,(银)▲(上),(银)▲(上)▲(上),多被(银),银行,
sh601665,齐鲁银行,82.4,金a,(金)▲(上),(金)▲(上)▲(上),多长(积极),银行,
sh601666,平煤股份,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),煤炭开采,
sh601668,中国建筑,80.8,唏a,(唏)↗(上),(唏)↗(上)▲(上),多被(唏),工程建筑,
sh601669,中国电建,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),工程建筑,
sh601677,明泰铝业,85.1,金r,(金)▲(忐),(金)▲(忐)▲(上),多长(不定),有色金属,
sh601678,滨化股份,29.8,金b,(金)▲(上),(金)▲(上)○(中),多长(消极),化学原料,
sh601686,友发集团,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),钢铁,
sh601688,华泰证券,1.8,嘘b,(嘘)▽(中),(尿)▽(下)▽(忑),NA(空看),证券期货,
sh601689,拓普集团,0.1,尿z,(尿)▽(忑),(屎)▽(忑)▽(忑),NA(空看),汽车零部件,
sh601696,中银证券,1.3,屎y,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),证券期货,
sh601698,中国卫通,0.1,尿y,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),航天国防,
sh601699,潞安环能,3.1,金z,(金)↘(忑),(金)↘(忑)▽(忑),多被(金),煤炭开采,
sh601700,风范股份,1.9,尿y,(尿)▽(忠),(屎)○(忠)↗(上),NA(空看),高低压设备,
sh601702,华峰铝业,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),有色金属,
sh601717,中创智领,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),专用设备,
sh601718,ST际华,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),,
sh601727,XD上海电,1.9,屎z,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),电源设备,
sh601728,中国电信,80.9,银a,(银)▲(上),(银)▲(上)▲(上),多被(银),通信服务,
sh601766,中国中车,80.8,唏r,(唏)↗(忐),(唏)↗(上)▲(上),多被(唏),专用设备,
sh601777,千里科技,1.9,尿z,(尿)▽(忑),(屎)○(忠)↗(上),NA(空看),其他交运设备,
sh601778,晶科科技,0.5,尿z,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),电力,
sh601788,光大证券,5.3,屎y,(屎)▽(忠),(屎)○(忠)↗(忐),NA(空长),证券期货,
sh601789,宁波建工,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),工程建筑,
sh601798,蓝科高新,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),专用设备,
sh601799,星宇股份,1.9,屎z,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),汽车零部件,
sh601800,中国交建,33,屎y,(屎)▽(忠),(屎)↗(忐)▲(上),NA(空长),工程建筑,
sh601801,皖新传媒,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),文化传媒,
sh601808,中海油服,33,屎y,(屎)▽(忠),(屎)↗(忐)▲(上),NA(空长),采掘服务业,
sh601811,新华文轩,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),文化传媒,
sh601816,京沪高铁,80.9,唏a,(唏)↗(上),(银)▲(上)▲(上),多被(唏),铁路运输,
sh601818,光大银行,84.1,唏a,(唏)↗(上),(唏)↗(忐)▲(上),多被(唏),银行,
sh601825,沪农商行,86,金r,(金)▲(忐),(银)▲(忐)▲(上),多长(消极),银行,
sh601827,三峰环境,80.9,银a,(银)▲(上),(银)▲(上)▲(上),多被(银),环境保护,
sh601828,美凯龙,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),商业物业经营,
sh601838,成都银行,82.4,金b,(金)▲(上),(金)▲(上)▲(上),多长(不定),银行,
sh601857,中国石油,82.4,金a,(金)▲(上),(金)▲(上)▲(上),多长(积极),石油石化,
sh601858,中国科传,1.9,尿y,(尿)▽(忠),(屎)○(忠)↗(上),NA(空看),文化传媒,
sh601860,紫金银行,86,唏r,(唏)↗(忐),(银)▲(忐)▲(上),多被(唏),银行,
sh601865,福莱特,1.9,屎z,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),光伏设备,
sh601866,XD中远海,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),水上运输,
sh601868,中国能建,1.3,尿z,(尿)▽(忑),(尿)▽(忑)↗(上),NA(空看),工程建筑,
sh601869,长飞光纤,0.8,嘘z,(嘘)▽(忑),(嘘)↘(忑)▽(忑),NA(空看),通信设备,
sh601872,招商轮船,85.1,金r,(金)▲(忐),(金)▲(忐)▲(上),多长(不定),水上运输,
sh601877,正泰电器,5.3,尿z,(尿)▽(忑),(尿)○(忠)↗(上),NA(空看),高低压设备,
sh601878,浙商证券,26.5,屎r,(屎)↗(忐),(屎)↗(忐)▲(忐),NA(空看),证券期货,
sh601880,辽港股份,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),港口,
sh601881,中国银河,0.4,屎r,(屎)↗(忐),(屎)▽(忑)○(忠),NA(空看),证券期货,
sh601882,海天精工,1.9,屎y,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),机床设备,
sh601886,江河集团,85.1,金r,(金)▲(忐),(金)▲(忐)▲(上),多长(不定),装修装饰,
sh601888,中国中免,33,屎y,(屎)▽(忠),(屎)↗(忐)▲(上),NA(空长),旅游综合,
sh601890,亚星锚链,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),船舶制造,
sh601898,中煤能源,5.3,尿y,(尿)▽(忠),(尿)○(忠)↗(上),NA(空看),煤炭开采,
sh601899,紫金矿业,85.1,金r,(金)▲(忐),(金)▲(忐)▲(上),多长(不定),黄金,
sh601900,南方传媒,84.1,屎r,(屎)↗(忐),(唏)↗(忐)▲(上),NA(空看),文化传媒,
sh601901,方正证券,49.5,屎a,(屎)↗(上),(屎)↗(上)▲(忐),NA(空看),证券期货,
sh601908,京运通,1.9,屎y,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),电力,
sh601916,浙商银行,80.9,金a,(金)▲(上),(银)▲(上)▲(上),多长(积极),银行,
sh601918,新集能源,28.6,金b,(金)▲(上),(金)▲(上)↘(忑),多长(不定),煤炭开采,
sh601919,中远海控,82.4,金a,(金)▲(上),(金)▲(上)▲(上),多长(积极),水上运输,
sh601921,浙版传媒,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),文化传媒,
sh601928,凤凰传媒,80.9,唏a,(唏)↗(上),(银)▲(上)▲(上),多被(唏),文化传媒,
sh601929,吉视传媒,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),文化传媒,
sh601933,永辉超市,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),零售业,
sh601939,建设银行,82.4,金b,(金)▲(上),(金)▲(上)▲(上),多长(积极),银行,
sh601949,中国出版,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),文化传媒,
sh601952,苏垦农发,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),农林,
sh601956,东贝集团,1.9,屎y,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),家电,
sh601958,金钼股份,3,嘘z,(嘘)▽(忑),(嘘)↘(忑)○(忠),NA(空看),有色金属,
sh601963,重庆银行,82.4,金a,(金)▲(上),(金)▲(上)▲(上),多长(不定),银行,
sh601965,中国汽研,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),汽车服务,
sh601966,玲珑轮胎,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),橡胶,
sh601968,宝钢包装,33,屎y,(屎)▽(忠),(屎)↗(忐)▲(上),NA(空长),包装印刷,
sh601969,海南矿业,5.3,尿y,(尿)▽(忠),(尿)○(忠)↗(上),NA(空看),其他采掘,
sh601975,招商南油,1.3,尿z,(尿)▽(忑),(尿)▽(忑)↗(上),NA(空看),水上运输,
sh601985,中国核电,80.9,银a,(银)▲(上),(银)▲(上)▲(上),多被(银),电力,
sh601988,中国银行,82.4,金b,(金)▲(上),(金)▲(上)▲(上),多长(不定),银行,
sh601990,XD南京证,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),证券期货,
sh601991,大唐发电,0.8,金z,(金)↘(忑),(嘘)↘(忑)▽(忑),多被(金),电力,
sh601992,金隅集团,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),水泥,
sh601995,中金公司,10.8,银a,(银)▲(上),(金)○(中)↘(忑),多被(银),证券期货,
sh601996,丰林集团,1.3,尿z,(尿)▽(忑),(尿)▽(忑)↗(上),NA(空看),家具制造,
sh601997,贵阳银行,86,金r,(金)▲(忐),(银)▲(忐)▲(上),多长(不定),银行,
sh601998,中信银行,82.4,金r,(金)▲(忐),(金)▲(上)▲(上),多长(不定),银行,
sh601999,出版传媒,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),文化传媒,
sh603000,人民网,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),互联网传媒,
sh603001,奥康国际,0.5,尿z,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),服装,
sh603002,宏昌电子,0.1,嘘z,(嘘)▽(忑),(尿)▽(忑)▽(忑),NA(空看),电子化学品,
sh603004,鼎龙科技,0.4,屎z,(屎)▽(忑),(屎)▽(忑)○(忠),NA(空长),化学原料,
sh603005,晶方科技,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),半导体,
sh603006,联明股份,0.5,尿z,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),汽车零部件,
sh603007,顺景科技,0.4,屎z,(屎)▽(忑),(屎)▽(忑)○(忠),NA(空长),园林工程,
sh603008,ST喜临门,1.3,屎z,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),,
sh603009,北特科技,0.1,尿y,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),汽车零部件,
sh603010,万盛股份,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),化学制品,
sh603011,合锻智能,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),机床设备,
sh603012,创力集团,3,金y,(金)↘(忑),(嘘)↘(忑)○(忠),多被(金),专用设备,
sh603013,亚普股份,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),汽车零部件,
sh603014,威高血净,1.3,屎y,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),医疗器械,
sh603015,弘讯科技,1.3,屎y,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),电气智能化设备,
sh603016,新宏泰,0.5,尿z,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),高低压设备,
sh603017,中衡设计,2.2,尿z,(尿)▽(忑),(尿)▽(忑)↗(忐),NA(空看),工程建筑,
sh603018,华设集团,1.9,屎y,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),工程建筑,
sh603019,中科曙光,1.8,嘘c,(嘘)▽(下),(尿)▽(下)▽(忑),NA(空看),IT设备,
sh603020,爱普股份,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),化学制品,
sh603021,*ST华鹏,10.3,金z,(金)↘(忑),(金)↘(忑)○(忠),多被(金),,
sh603022,新通联,0.8,屎z,(屎)▽(忑),(屎)▽(忑)↗(上),NA(空长),包装印刷,
sh603023,威帝股份,0.8,尿y,(尿)▽(忑),(屎)▽(忑)↗(上),NA(空看),汽车零部件,
sh603025,大豪科技,1.9,屎z,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),电气智能化设备,
sh603026,石大胜华,0.5,尿z,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),电池,
sh603027,千禾味业,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),食品加工,
sh603028,赛福天,1.3,屎z,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),金属制品,
sh603029,天鹅股份,0.8,屎z,(屎)▽(忑),(屎)▽(忑)↗(上),NA(空长),专用设备,
sh603030,全筑股份,1.3,屎z,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),装修装饰,
sh603031,安孚科技,0.1,嘘z,(嘘)▽(忑),(尿)▽(忑)▽(忑),NA(空看),电池,
sh603032,德新科技,0.5,尿z,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),电池,
sh603033,三维股份,0.1,屎z,(屎)▽(忑),(屎)▽(忑)▽(忑),NA(空长),橡胶,
sh603035,常熟汽饰,1.9,屎y,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),汽车零部件,
sh603036,如通股份,0.1,屎y,(屎)▽(忑),(屎)▽(忑)▽(忑),NA(空长),专用设备,
sh603037,凯众股份,0.8,屎z,(屎)▽(忑),(屎)▽(忑)↗(上),NA(空长),汽车零部件,
sh603038,华立股份,0.1,屎y,(屎)▽(忑),(屎)▽(忑)▽(忑),NA(空长),建材,
sh603039,泛微网络,33,屎y,(屎)▽(忠),(屎)↗(忐)▲(上),NA(空长),软件开发,
sh603040,新坐标,0.1,嘘z,(嘘)▽(忑),(尿)▽(忑)▽(忑),NA(空看),汽车零部件,
sh603041,美思德,1.3,屎z,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),化学制品,
sh603042,华脉科技,0.5,尿y,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),通信设备,
sh603043,广州酒家,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),食品加工,
sh603045,福达合金,0.8,嘘z,(嘘)▽(忑),(嘘)↘(忑)▽(忑),NA(空看),新材料,
sh603048,浙江黎明,5.3,尿z,(尿)▽(忑),(尿)○(忠)↗(上),NA(空看),汽车零部件,
sh603049,中策橡胶,80.9,银a,(银)▲(上),(银)▲(上)▲(上),多被(银),汽车零部件,
sh603050,科林电气,2.2,尿z,(尿)▽(忑),(尿)▽(忑)↗(忐),NA(空看),电气智能化设备,
sh603051,鹿山新材,0.4,尿y,(尿)▽(忑),(屎)▽(忑)○(忠),NA(空看),化学制品,
sh603052,可川科技,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),消费电子,
sh603053,成都燃气,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),公用事业,
sh603055,台华新材,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),纺织,
sh603056,德邦股份,0,屎,(屎)▽(?),(屎)▽()▲(),NA(空长),,
sh603057,紫燕食品,5.3,尿z,(尿)▽(忑),(尿)○(忠)↗(上),NA(空看),食品加工,
sh603058,永吉股份,1.7,尿z,(尿)▽(忑),(尿)○(忠)○(中),NA(空看),包装印刷,
sh603059,倍加洁,0.8,屎z,(屎)▽(忑),(屎)▽(忑)↗(上),NA(空长),个护用品,
sh603060,国检集团,1.3,屎z,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),综合行业,
sh603061,金海通,1.5,金c,(金)↘(下),(嘘)↘(下)▽(忑),多被(金),半导体,
sh603062,麦加芯彩,1.3,屎z,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),化学制品,
sh603063,禾望电气,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),风电设备,
sh603065,宿迁联盛,2,金c,(金)↘(下),(金)↘(下)▽(忑),多被(金),化学原料,
sh603066,音飞储存,0.4,屎z,(屎)▽(忑),(屎)▽(忑)○(忠),NA(空长),仓储物流,
sh603067,振华股份,0.5,嘘z,(嘘)▽(忑),(尿)▽(忑)○(忠),NA(空看),化学原料,
sh603068,博通集成,38.7,金b,(金)↘(中),(金)○(中)↗(上),多长(消极),半导体,
sh603069,海汽集团,1.9,屎y,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),公共交通,
sh603070,万控智造,1.3,屎z,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),电源设备,
sh603071,物产环能,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),煤炭开采,
sh603072,天和磁材,1.3,屎z,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),新材料,
sh603073,彩蝶实业,0.8,屎z,(屎)▽(忑),(屎)▽(忑)↗(上),NA(空长),化纤,
sh603075,热威股份,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),家电,
sh603076,乐惠国际,1.3,屎z,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),专用设备,
sh603077,和邦生物,5.3,尿y,(尿)▽(忠),(尿)○(忠)↗(上),NA(空看),化学原料,
sh603078,江化微,1.5,嘘c,(嘘)▽(下),(嘘)↘(下)▽(忑),NA(空看),半导体,
sh603079,圣达生物,1.3,屎z,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),化学制品,
sh603080,新疆火炬,0.5,尿z,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),公用事业,
sh603081,大丰实业,1.3,屎y,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),专用设备,
sh603082,北自科技,1.9,屎z,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),自动化设备,
sh603083,剑桥科技,0.1,嘘z,(嘘)▽(忑),(尿)▽(忑)▽(忑),NA(空看),通信设备,
sh603085,天成自控,0.5,尿z,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),汽车零部件,
sh603086,先达股份,1.9,屎y,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),农药,
sh603087,甘李药业,82.4,金a,(金)▲(上),(金)▲(上)▲(上),多长(不定),生物制品,
sh603088,宁波精达,0.8,尿z,(尿)▽(忑),(屎)▽(忑)↗(上),NA(空看),机床设备,
sh603089,正裕工业,0.8,屎y,(屎)▽(忑),(屎)▽(忑)↗(上),NA(空长),汽车零部件,
sh603090,宏盛股份,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),专用设备,
sh603091,众鑫股份,2.2,尿y,(尿)▽(忑),(尿)▽(忑)↗(忐),NA(空看),包装印刷,
sh603093,南华期货,1.3,尿z,(尿)▽(忑),(尿)▽(忑)↗(上),NA(空看),证券期货,
sh603095,越剑智能,0.4,尿z,(尿)▽(忑),(屎)▽(忑)○(忠),NA(空看),轻工机械,
sh603096,新经典,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),文化传媒,
sh603097,江苏华辰,5.3,尿y,(尿)▽(忠),(尿)○(忠)↗(上),NA(空看),电源设备,
sh603098,森特股份,1.3,屎z,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),装修装饰,
sh603099,长白山,86,唏a,(唏)↗(上),(银)▲(忐)▲(上),多被(唏),景点,
sh603100,川仪股份,33,屎y,(屎)▽(忠),(屎)↗(忐)▲(上),NA(空长),电气智能化设备,
sh603101,汇嘉时代,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),零售业,
sh603102,百合股份,1.9,屎y,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),食品加工,
sh603103,横店影视,0.8,尿y,(尿)▽(忑),(屎)▽(忑)↗(上),NA(空看),影视动漫,
sh603105,芯能科技,1.9,屎z,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),电力,
sh603106,恒银科技,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),IT设备,
sh603107,上海汽配,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),汽车零部件,
sh603108,润达医疗,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),医疗器械,
sh603109,神驰机电,0.8,屎y,(屎)▽(忑),(屎)▽(忑)↗(上),NA(空长),通用设备,
sh603110,东方材料,38.7,金z,(金)↘(忑),(金)○(中)↗(上),多被(金),化学制品,
sh603111,康尼机电,1.3,屎y,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),专用设备,
sh603112,华翔股份,2.2,尿z,(尿)▽(忑),(尿)▽(忑)↗(忐),NA(空看),金属制品,
sh603113,金能科技,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),化学原料,
sh603115,海星股份,0.8,金z,(金)↘(忑),(嘘)↘(忑)▽(忑),多被(金),有色金属,
sh603116,红蜻蜓,0.5,尿z,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),服装,
sh603117,万林物流,1.9,屎y,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),仓储物流,
sh603118,共进股份,15.9,金a,(金)▲(上),(金)▲(上)↘(下),多长(消极),通信设备,
sh603119,浙江荣泰,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),汽车零部件,
sh603120,肯特催化,0.1,嘘c,(嘘)▽(下),(尿)▽(忑)▽(忑),NA(空看),化学制品,
sh603121,华培动力,1.3,屎z,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),汽车零部件,
sh603122,合富中国,0.5,尿y,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),医药流通,
sh603123,翠微股份,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),零售业,
sh603124,江南新材,0.1,嘘z,(嘘)▽(忑),(尿)▽(忑)▽(忑),NA(空看),新材料,
sh603125,常青科技,0.1,嘘z,(嘘)▽(忑),(尿)▽(忑)▽(忑),NA(空看),化学制品,
sh603126,中材节能,1.3,尿z,(尿)▽(忑),(屎)▽(忑)↗(忐),NA(空看),环境保护,
sh603127,昭衍新药,10.8,金a,(金)▲(上),(金)○(中)↘(忑),多长(消极),医疗服务,
sh603128,华贸物流,84.1,屎r,(屎)↗(忐),(唏)↗(忐)▲(上),NA(空看),仓储物流,
sh603129,春风动力,82.4,金a,(金)▲(上),(金)▲(上)▲(上),多长(积极),其他交运设备,
sh603130,云中马,1.3,尿z,(尿)▽(忑),(尿)▽(忑)↗(上),NA(空看),纺织,
sh603131,上海沪工,0.4,屎y,(屎)▽(忑),(屎)▽(忑)○(忠),NA(空长),专用设备,
sh603132,金徽股份,33.9,嘘y,(嘘)▽(忠),(嘘)○(忠)↗(上),NA(空看),有色金属,
sh603135,中重科技,0.5,尿z,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),专用设备,
sh603136,天目湖,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),景点,
sh603137,恒尚节能,28.6,金a,(金)▲(上),(金)▲(上)↘(忑),多长(消极),装修装饰,
sh603138,海量数据,1.3,屎z,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),软件开发,
sh603139,康惠股份,3,金z,(金)↘(忑),(嘘)↘(忑)○(忠),多被(金),中药,
sh603150,万朗磁塑,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),塑料,
sh603151,邦基科技,1.9,屎y,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),饲料加工,
sh603153,上海建科,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),工程建筑,
sh603155,新亚强,1.8,嘘c,(嘘)▽(下),(尿)▽(下)▽(忑),NA(空看),化学制品,
sh603156,养元饮品,31.3,金z,(金)↘(忑),(金)↘(忑)↗(忐),多被(金),饮料制造,
sh603158,腾龙股份,0.5,尿z,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),汽车零部件,
sh603159,上海亚虹,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),专用设备,
